;ID;question;mexico_2008;mexico_2010;mexico_2012;mexico_2014;ecuador_2010;ecuador_2012;ecuador_2014;uruguay_2014;colombia_2010;colombia_2012;colombia_2014;chile_2008;chile_2014;argentina_2014;peru_2014;peru_2010;brasil_2014;brasil_2010;
Q_916;916;Que areas deberian ser prioridad en un esquema de integracion...Pueblos originarios;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c17c;NA;NA;NA;NA;NA;NA;
Q_917;917;Que deberia hacer [PAIS] em respecto a países que no respetan derechos humanos;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;p15;NA;NA;NA;NA;NA;p15;
Q_918;918;Que objetivos deberian ser fundamentales en un esquema de integracion? … Abordar Controversias limítrofes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c16d;NA;NA;NA;NA;NA;NA;
Q_919;919;Que objetivos deberian ser fundamentales en un esquema de integracion? … Aumentar poder de negociación de miembros ante otras regiones y Estados;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c16f;NA;NA;NA;NA;NA;NA;
Q_920;920;Que objetivos deberian ser fundamentales en un esquema de integracion? … Consolidar Democracia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c16a;NA;NA;NA;NA;NA;NA;
Q_921;921;Que objetivos deberian ser fundamentales en un esquema de integracion? … Generar Diálogo político entre Estados miembros;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c16b;NA;NA;NA;NA;NA;NA;
Q_922;922;Que objetivos deberian ser fundamentales en un esquema de integracion? … Generar ventajas económicas para los miembros;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c16e;NA;NA;NA;NA;NA;NA;
Q_923;923;Que objetivos deberian ser fundamentales en un esquema de integracion? … Otros (especifique);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c16g;NA;NA;NA;NA;NA;NA;
Q_924;924;Que objetivos deberian ser fundamentales en un esquema de integracion? … Promover desarrollo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c16c;NA;NA;NA;NA;NA;NA;
Q_925;925;Qué país cree usted que se ha visto más beneficiado con el Tratado de Libre Comercio de America del Norte: México, Canadá o Estados Unidos?;NA;NA;NA;PMx5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_926;926;Qué tan de acuerdo estaría con que [PAÍS] y Estados Unidos formen un solo país, si esto significara una mejor calidad de vida para usted?;p4_404_7A, pMx1A;mx1;NA;PMx1A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_927;927;Qué tan de acuerdo estaría con que [PAÍS] y los países centroamericanos formen un solo país, si esto significara una mejor calidad de vida para usted?;p23A;NA;qmx14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_928;928;Que tan de acuerdo o desacuerdo está ud con las siguientes frases: El que [PAIS] este abierto al mundo … [PAÍS] queda más vulnerable a las crisis mundiales;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c9c;NA;NA;NA;NA;NA;NA;
Q_929;929;Que tan de acuerdo o desacuerdo está ud con las siguientes frases: El que [PAIS] este abierto al mundo … Chile se hace más conocido internacionalmente.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c9e;NA;NA;NA;NA;NA;NA;
Q_930;930;Que tan de acuerdo o desacuerdo está ud con las siguientes frases: El que [PAIS] este abierto al mundo … Debilitan las identidades nacionales;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c9b;NA;NA;NA;NA;NA;NA;
Q_931;931;Que tan de acuerdo o desacuerdo está ud con las siguientes frases: El que [PAIS] este abierto al mundo … Mayores oportunidades de negocios para nuestro país.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c9d;NA;NA;NA;NA;NA;NA;
Q_932;932;Que tan de acuerdo o desacuerdo está ud con las siguientes frases: El que [PAIS] este abierto al mundo … Permite un mayor acceso a bienes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c9a;NA;NA;NA;NA;NA;NA;
Q_933;933;Qué tan importantes cree que es Alemania para garantizar el cumplimiento de los acordado em las negociaciones de paz;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;COL8b;NA;NA;NA;NA;NA;NA;NA;
Q_934;934;Qué tan importantes cree que es Corte Penal para garantizar el cumplimiento de los acordado em las negociaciones de paz;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;COL8e;NA;NA;NA;NA;NA;NA;NA;
Q_935;935;Qué tan importantes cree que es España para garantizar el cumplimiento de los acordado em las negociaciones de paz;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;COL8c;NA;NA;NA;NA;NA;NA;NA;
Q_936;936;Qué tan importantes cree que es Estados Unidos para garantizar el cumplimiento de los acordado em las negociaciones de paz;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;COL8a;NA;NA;NA;NA;NA;NA;NA;
Q_937;937;Qué tan importantes cree que es la Organización de las Naciones Unidas ONU para garantizar el cumplimiento de los acordado em las negociaciones de paz;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;COL8f;NA;NA;NA;NA;NA;NA;NA;
Q_938;938;Qué tan importantes cree que es Noruega para garantizar el cumplimiento de los acordado em las negociaciones de paz;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;COL8d;NA;NA;NA;NA;NA;NA;NA;
Q_939;939;qué tanta influencia debería tener ... en la definición de la política exterior de [PAÍS]? El congreso;p6_605_6b;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_940;940;qué tanta influencia debería tener ... en la definición de la política exterior de [PAÍS]? Las organizaciones no gubernamentales;p6_605_6e;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_941;941;qué tanta influencia debería tener ... en la definición de la política exterior de [PAÍS]? Los empresarios;p6_605_6d;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_942;942;qué tanto cree usted que le conviene a [PAÍS] destinar recursos económicos para desarollar las economías de los países centroamericanos?;p8_804_6A, p8_804_6B;pMx3;qmx3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_943;943;Qué tanto le afectan a Usted el calentamiento global;NA;NA;NA;P335C;NA;NA;NA;NA;NA;NA;v_3_3_5_c;NA;NA;NA;NA;NA;NA;NA;
Q_944;944;Razón más importante no regreso Comunidad Naciones Andinas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c14;NA;NA;NA;NA;NA;NA;
Q_945;945;Razón más importante regreso Comunidad Naciones Andinas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c13;NA;NA;NA;NA;NA;NA;
Q_946;946;Relaciones de [PAIS] con – Argentina [gran amistad y cercania/normal/con roces (...)/enemistad];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c5a;NA;NA;NA;NA;T_123_1;NA;
Q_947;947;Relaciones de [PAIS] con – Bolivia [gran amistad y cercania/normal/con roces (...)/enemistad];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c5c;NA;NA;NA;NA;T_125_1;NA;
Q_948;948;Relaciones de [PAIS] con – Chile [gran amistad y cercania/normal/con roces (...)/enemistad];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_123_3;NA;
Q_949;949;Relaciones de [PAIS] con – China [gran amistad y cercania/normal/con roces (...)/enemistad];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_124_1;NA;
Q_950;950;Relaciones de [PAIS] con – Colombia [gran amistad y cercania/normal/con roces (...)/enemistad];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_124_2;NA;
Q_951;951;Relaciones de [PAIS] con – Cuba [gran amistad y cercania/normal/con roces (...)/enemistad];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_124_3;NA;
Q_952;952;Relaciones de [PAIS] con – Estados Unidos [gran amistad y cercania/normal/con roces (...)/enemistad];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_125_2;NA;
Q_953;953;Relaciones de [PAIS] con – India [gran amistad y cercania/normal/con roces (...)/enemistad];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_125_3;NA;
Q_954;954;Relaciones de [PAIS] con – Japón [gran amistad y cercania/normal/con roces (...)/enemistad];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_126_1;NA;
Q_955;955;Relaciones de [PAIS] con – Países de la Unión Europea [gran amistad y cercania/normal/con roces (...)/enemistad];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_123_2;NA;
Q_956;956;Relaciones de [PAIS] con – Perú [gran amistad y cercania/normal/con roces (...)/enemistad];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c5b;NA;NA;NA;NA;T_126_2;NA;
Q_957;957;Relaciones de [PAIS] con – Venezuela [gran amistad y cercania/normal/con roces (...)/enemistad];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_126_3;NA;
Q_958;958;respecto a los inmigrantes indocumentados que vienen a [PAÍS], ¿qué tan de acuerdo está usted con … aumentar los controles fronterizos;NA;NA;qMx12_3;NA;p33_3;qMx12_3;NA;NA;NA;qMx12_3;NA;NA;NA;NA;NA;NA;NA;NA;
Q_959;959;respecto a los inmigrantes indocumentados que vienen a [PAÍS], ¿qué tan de acuerdo está usted con … construir muros en las fronteras;NA;NA;qMx12_5;NA;p33_5;qMx12_5;NA;NA;NA;qMx12_5;NA;NA;NA;NA;NA;NA;NA;NA;
Q_960;960;respecto a los inmigrantes indocumentados que vienen a [PAÍS], ¿qué tan de acuerdo está usted con … deportarlos a su país de origen;NA;NA;qMx12_4;NA;p33_4;qMx12_4;NA;NA;NA;qMx12_4;NA;NA;NA;NA;NA;NA;NA;NA;
Q_961;961;respecto a los inmigrantes indocumentados que vienen a [PAÍS], ¿qué tan de acuerdo está usted con … legalizar a los indocumentados;NA;NA;NA;NA;p33_6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_962;962;respecto a los inmigrantes indocumentados que vienen a [PAÍS], ¿qué tan de acuerdo está usted con … permitir su entrada sin obstaculo;NA;NA;qMx12_1;NA;p33_1;qMx12_1;NA;NA;NA;qMx12_1;NA;NA;NA;NA;NA;NA;NA;NA;
Q_963;963;respecto a los inmigrantes indocumentados que vienen a [PAÍS], ¿qué tan de acuerdo está usted con … tener programas de trabajadores temporales;NA;NA;qMx12_2;NA;p33_2;qMx12_2;NA;NA;NA;qMx12_2;NA;NA;NA;NA;NA;NA;NA;NA;
Q_964;964;S7.1a) ¿Cuál otro? - segunda vuelta;NA;NA;qS7_1a;NA;NA;NA;NA;NA;NA;qS7_1a;NA;NA;NA;NA;NA;NA;NA;NA;
Q_965;965;Sabe que es Mercosur;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c10;NA;NA;NA;NA;NA;NA;
Q_966;966;Sabemos que algunas personas no pudieron ir a votar el día de las elecciones ¿Usted votó en las últimas elecciones presidenciales?;NA;NA;qS7;PS6;NA;NA;NA;NA;NA;qS7;NA;NA;S8;NA;NA;NA;NA;NA;
Q_967;967;Se considera muy o algo [Partido de la pregunta S5]?;NA;NA;NA;PS51;NA;NA;NA;NA;NA;NA;S7;NA;NA;NA;S5_1_PP;NA;NA;NA;
Q_968;968;Sé que es difícil evaluar la influencia de China, pero le pido que tome un mom;NA;NA;NA;P103B1, P103D1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_969;969;Según esta tarjeta, ¿Cuál es el acuerdo comercial más importante que ha suscrito Chile?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C8;NA;NA;NA;NA;NA;
Q_970;970;Según las opciones que se muestran en esta tarjeta, cómo percibe usted las relaciones de Chile con los países vecinos más cercanos, diría Ud que las relaciones de Chile com Argentina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C4_1;NA;NA;NA;NA;NA;
Q_971;971;Según las opciones que se muestran en esta tarjeta, cómo percibe usted las relaciones de Chile con los países vecinos más cercanos, diría Ud que las relaciones de Chile com Bolivia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C4_3;NA;NA;NA;NA;NA;
Q_972;972;Según las opciones que se muestran en esta tarjeta, cómo percibe usted las relaciones de Chile con los países vecinos más cercanos, diría Ud que las relaciones de Chile com Perú;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;C4_2;NA;NA;NA;NA;NA;
Q_973;973;Según usted, ¿qué tanto afecta a la [PAIS] lo que ocurre en el mundo?;NA;NA;NA;P31B;NA;NA;NA;P3_1_B;NA;NA;v_3_1_b;NA;P3_1B;P3_1_B;NA;NA;NA;NA;
Q_974;974;Según usted, ¿qué tanto afecta en su vida diaria lo que ocurre en el mundo?;NA;NA;NA;P31A;NA;NA;P3_1A;NA;NA;NA;v_3_1_a;NA;P3_1A;p3_1a;P3_1_A, P3_1_B;NA;NA;NA;
Q_975;975;SETOR;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_30;NA;xxxxxx
Q_976;976;sexo;ps1;pS1;qS1;PS1;s1;qS1;S1;S1;S1;qS1;S1;S1, sexo;S1;ps1;Sexo, S1_SEXO;S1, csexo;Q_21;ps1;
Q_977;977;Si el Consejo de Seguridad de la Organización de las Naciones Unidas pudiera tener un nuevo asiento para representar LatAm en su conjunto, que pais deberia ocupar ese asiento;p8_707_2;NA;q54, q54a;P85, P85A;NA;q54, q54a;P8_5;NA;NA;q54, q54a;v_8_5, v_8_5_a;NA;P8_5, P8_5_TXTc;p8_5, p8_5otro;P8_5_R, P8_5_OTRO;NA;Q_73, Q_73_S;NA;
Q_978;978;si la onu pide colaboración a los países miembros para enviar una fuerza militar en alguma parte del mundo, que cree usted que [PAIS] debe hacer?;p7_701_1;p34;q40, q40b;NA;p34;q40;P7_3_A;P7_3_A;p34;q40;v_7_3_a;NA;P7_3_A;p7_3a, p7_3b, p7_3c, p7_3d;P7_3_A, P7_3_B;p34;NA;NA;
Q_979;979;Si las elecciones para Presidente fueran hoy, a cuál de estos tres candidatos votaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ps6_1, ps6_1otr;NA;NA;NA;NA;
Q_980;980;Si no fuera [NACIONAL PAÍS], ¿de qué otro país le gustaría ser?;NA;NA;q20;NA;NA;q20;NA;NA;NA;q20;NA;NA;NA;NA;NA;NA;NA;NA;
Q_981;981;si pudiera hablar cualquier idioma extranjero perfectamente, ¿qué idioma;NA;pS8_1_2;NA;NA;s8_1_2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;S8_1_2, S8_1_2rc1, S8_1_2rc2;NA;NA;
Q_982;982;sumando los ingresos mensuales de todas las personas que trabajan en su casa;ps15;pS16;qs19;PS16;s16;qs19;S16;NA;S16;qs19;S16;s16;S3_TRAMO_INGRESO;ps17;S16_IF;S16;NA;ps15;
Q_983;983;Sumando todos los años que vivió usted en el extranjero, ¿cuánto tiempo en total;NA;NA;NA;P223A;NA;NA;P2_2_3_a;NA;NA;NA;v_2_2_3_a;NA;NA;NA;P2_2_3_ANOS;NA;NA;NA;
Q_984;984;Sumando todos los años que vivió usted en el extranjero, ¿cuánto tiempo en total;NA;NA;NA;P223B;NA;NA;P2_2_3_m;NA;NA;NA;v_2_2_3_b;NA;NA;NA;P2_2_3_MESES;NA;NA;NA;
Q_985;985;Tamaño;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;px5;NA;NA;NA;NA;
Q_986;986;Teniendo en cuenta el crecimiento de Brasil en los últimos años ¿qué debería hacer [PAIS]?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;parg5a;NA;NA;NA;NA;
Q_987;987;Teniendo en cuenta que Brasil es cinco veces la economía de [PAIS] y seis veces el gasto en defensa de [PAIS], que deberia hacer [PAIS]?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;parg5b;NA;NA;NA;NA;
Q_988;988;Tomando en cuenta la diversidad de personas que hay en el país, ¿usted se considera una persona... [ETNIA];NA;pS9;qS12;PS11, PS11A;s9;qS12;S11;NA;NA;qS12;S11;NA;NA;ps11;S11_SE_CONSIDERA_R;S9;Q_207;NA;
Q_989;989;Un TLC entre [PAIS] y Estados Unidos seria … [mas/menos beneficioso para [PAIS]/Estados Unidos];NA;NA;NA;NA;ec_15;EC31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_990;990;Unidad primaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;px5;px5;NA;NA;px3a;NA;NA;NA;NA;
Q_991;991;Unidad secundaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;px3b;NA;NA;NA;NA;
Q_992;992;Unidad terciaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;px3c;NA;NA;NA;NA;
Q_993;993;usted cree que la migración de [NACIONAL PAÍS] a otros países es buena o mala para [PAIS];NA;p7_3;q9_3;P264;p7_3;q9_3;P2_6_4;NA;P7_3;q9_3;v_2_6_4;NA;NA;NA;P2_6_1_D;P7_3;NA;NA;
Q_994;994;usted cree que la migración de [NACIONAL PAÍS] a otros países es buena o mala para el pais donde van;NA;p7_4;q9_4;NA;p7_4;q9_4;NA;NA;P7_4;q9_4;NA;NA;NA;NA;NA;P7_4;NA;NA;
Q_995;995;usted cree que la migración de [NACIONAL PAÍS] a otros países es buena o mala para las personas que emigran;NA;NA;NA;P261;NA;NA;P2_6_1;NA;NA;NA;v_2_6_1;NA;NA;NA;P2_6_1_A;NA;NA;NA;
Q_996;996;usted cree que la migración de [NACIONAL PAÍS] a otros países es buena o mala para su comunidad/pueblo de origen;NA;p7_2;q9_2;P263;p7_2;q9_2;P2_6_3;NA;P7_2;q9_2;v_2_6_3;NA;NA;NA;P2_6_1_C;P7_2;NA;NA;
Q_997;997;usted cree que la migración de [NACIONAL PAÍS] a otros países es buena o mala para sus famílias;NA;p7_1;q9_1;P262;p7_1;q9_1;P2_6_2;NA;p7_1;q9_1;v_2_6_2;NA;NA;NA;P2_6_1_B;p7_1;NA;NA;
Q_998;998;usted diría que la participación de la cooperación internacional para alcanzar esos objetivos es…;NA;NA;NA;NA;ec_22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_999;999;usted diría que la participación de la cooperación internacional para alcanzar esos objetivos es...;NA;NA;NA;NA;ec_28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_1000;1000;Você acha que a globalização é algo [muito bom/muito ruim] para os seguintes países … Consumidores;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_147_3;NA;
Q_1001;1001;Você acha que a globalização é algo [muito bom/muito ruim] para os seguintes países … Economia brasileira;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_147_1;NA;
Q_1002;1002;Você acha que a globalização é algo [muito bom/muito ruim] para os seguintes países … Empresas [nacionais de PAÍS];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_147_2;NA;
Q_1003;1003;Você acha que a globalização é algo [muito bom/muito ruim] para os seguintes países … Estabilidade trabalhista ao [cidadão de PAÍS];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_147_6;NA;
Q_1004;1004;Você acha que a globalização é algo [muito bom/muito ruim] para os seguintes países … Geração de empregos no [PAÍS];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_147_4;NA;
Q_1005;1005;Você acha que a globalização é algo [muito bom/muito ruim] para os seguintes países … Gerações futuras brasileiras;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_147_8;NA;
Q_1006;1006;Você acha que a globalização é algo [muito bom/muito ruim] para os seguintes países … Meio-ambiente;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_147_5;NA;
Q_1007;1007;Você acha que a globalização é algo [muito bom/muito ruim] para os seguintes países … Seu próprio padrão de vida;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_147_7;NA;
Q_1008;1008;Voce acha que deveria ser papel da ONU a ajuda no estabelecimento da democracia em outros países?;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_143;NA;
Q_1009;1009;Você acredita que a politica exterior do Brasil tem por objetivo: [mudar distribuição de poderes/manter distribuição de poderes];NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_56;NA;
Q_1010;1010;Você concorda ou discorda que os cidadãos das seguintes regiões possam trabalhar no Brasil sem precisar de um visto de trabalho? ... América Central;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_91_2;NA;
Q_1011;1011;Você concorda ou discorda que os cidadãos das seguintes regiões possam trabalhar no Brasil sem precisar de um visto de trabalho? ... América do Norte;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_91_1;NA;
Q_1012;1012;Você concorda ou discorda que os cidadãos das seguintes regiões possam trabalhar no Brasil sem precisar de um visto de trabalho? ... América do Sul;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_91_3;NA;
Q_1013;1013;Você concorda ou discorda que os cidadãos das seguintes regiões possam trabalhar no Brasil sem precisar de um visto de trabalho? ... Ásia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_91_5;NA;
Q_1014;1014;Você concorda ou discorda que os cidadãos das seguintes regiões possam trabalhar no Brasil sem precisar de um visto de trabalho? ... Europa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_91_4;NA;
Q_1015;1015;Você concorda ou discorda sobre a seguinte frase: Ocorreu um conflito militar na fronteira entre dois países da América do Sul. O [PAÍS] deveria liderar reuniões da instituições regional de segurança para condenar o país agressor até que hovuesse a retirada de suas tropas do país invadido.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_88;NA;
Q_1016;1016;Você concorda ou discorda sobre a seguinte frase: Ocorreu um conflito militar na fronteira entre dois países da América do Sul. O [PAÍS] liderou o processo regional de imposição de sanções econômicas ao país agressor até que houesse a retirada de suas tropas do país invadido.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_87;NA;
Q_1017;1017;Você concorda ou discorda sobre a seguinte frase: Ocorreu um conflito militar na fronteira entre dois países da América do Sul. O [PAÍS] não se envolveu na crise.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_89;NA;
Q_1018;1018;Você concorda ou discorda sobre a seguinte frase: Um novo acordo de integração econômica foi assinado na América do Sul. Um país vizinho decidiu não assinar o acordo. O [PAÍS] deveria liderar a região no sentido de fechar o comércio exterior com esse país até que ele assinasse o tratado.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_82;NA;
Q_1019;1019;Você concorda ou discorda sobre a seguinte frase: Um novo acordo de integração econômica foi assinado na América do Sul. Um país vizinho decidiu não assinar o acordo. O [PAÍS] deveria liderar as negociações de criação de uma instituição regional que vai ajudar na implementação do tratado.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_83;NA;
Q_1020;1020;Você concorda ou discorda sobre a seguinte frase: Um novo acordo de integração econômica foi assinado na América do Sul. Um país vizinho decidiu não assinar o acordo. O [PAÍS] não liderou esse processo.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q_84;NA;
Q_1021;1021;Y ¿por qué se fue a vivir a otro país? 1;NA;NA;NA;P222A;NA;NA;P2_2_2_1;NA;NA;NA;v_2_2_2_1, v_2_2_2_1_a;NA;NA;NA;P2_2_2;NA;NA;NA;
Q_1022;1022;Y ¿por qué se fue a vivir a otro país? 2;NA;NA;NA;P222B, P222C;NA;NA;P2_2_2_2;NA;NA;NA;v_2_2_2_2, v_2_2_2_2_a;NA;NA;NA;P2_2_2RC;NA;NA;NA;
Q_1023;1023;Y ahora dígame cuál es su opinión sobre los Venezolanos que viven en [PAÍS]?;p20_8;NA;NA;NA;NA;NA;NA;NA;NA;NA;v_4_8_4;NA;NA;NA;NA;NA;NA;NA;
Q_1024;1024;y ahora dígame, ¿cuál es su opinión sobre los siguientes grupos de extranjeros… argentinos;NA;p20_5;q25_5;NA;NA;q25_5;NA;NA;NA;q25_5;NA;NA;NA;NA;NA;NA;T_164_1;NA;
Q_1025;1025;y ahora dígame, ¿cuál es su opinión sobre los siguientes grupos de extranjeros… bolivianos;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;p4_8_5;P4_8_1_G_R;NA;T_164_4;NA;
Q_1026;1026;y ahora dígame, ¿cuál es su opinión sobre los siguientes grupos de extranjeros… centroamericanos;p8_805_7A, p8_805_7B;NA;NA;NA;p20_4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
Q_1027;1027;y ahora dígame, ¿cuál es su opinión sobre los siguientes grupos de extranjeros… chilenos;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;P4_8_1_D_R;NA;NA;NA;NA;
Q_1028;1028;y ahora dígame, ¿cuál es su opinión sobre los siguientes grupos de extranjeros… chinos;NA;p20_1;q25_1;P483;p20_1;q25_1;P4_8_3;NA;NA;q25_1;v_4_8_3;NA;P4_8_3;p4_8_3;P4_8_1_C_R;NA;T_164_3;NA;
Q_1029;1029;y ahora dígame, ¿cuál es su opinión sobre los siguientes grupos de extranjeros… colombianos;NA;p20_6;q25_6;NA;p20_6;q25_6;P4_8_4;NA;NA;q25_6;NA;NA;P4_8_4;NA;P4_8_1_E_R;NA;NA;NA;
Q_1030;1030;y ahora dígame, ¿cuál es su opinión sobre los siguientes grupos de extranjeros… coreanos;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;T_164_2;NA;
Q_1031;1031;y ahora dígame, ¿cuál es su opinión sobre los siguientes grupos de extranjeros… cubanos;NA;p20_7;q25_7;P485;p20_7;q25_7;P4_8_5;NA;NA;q25_7;NA;NA;NA;NA;NA;NA;NA;NA;
Q_1032;1032;y ahora dígame, ¿cuál es su opinión sobre los siguientes grupos de extranjeros… ecuatorianos;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;v_4_8_5;NA;NA;NA;NA;NA;NA;NA;
Q_1033;1033;y ahora dígame, ¿cuál es su opinión sobre los siguientes grupos de extranjeros… ecuatorianos;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;P4_8_1_F_R;NA;NA;NA;NA;
